source_id,company,cnpj,phone,city,state,region,country,address,neighborhood,contact,sector
1059,BEATRIZ TÊXTIL S/A,23.464.852/0001-35,85-3463-2013,MARACANAÚ,CE,NE,BR,VIA DE PENETRAÇÃO 4 430,DISTRITO INDUSTRIAL,,NE
1104,BIOMATIKA IND. E COM. DE PROD.  NATURAIS,07.801.309/0001-20,85-32601384,EUSÉBIO,CE,NE,BR,"AV.EUSEBIO DE QUEIROZ, 4969",CENTRO DE EUSEBIO,,NE
1244,CAIO CESAR OSTERNO NEVES - EPP,07.832.280/0001-43,88-3664-1303,MARCO,CE,NE,BR,LOGRADOURO MARCO S/N,GADO BRAVO,,NE
1476,CERAMICA BRASILEIRA CERBRAS LTDA,35.029.057/0001-06,85-3499-1100,MARACANAÚ,CE,NE,BR,RODOVIA QUARTO ANEL VIARIO 1333,DISTRITO INDUSTRIAL,,NE
1547,CIA. DE OLEOS DO NORDESTE - CIONE,07.199.490/0002-27,85 3235-6022,CHOROZINHO,CE,NE,BR,ROD. CE 122 S/N,FAZENDA URUANAN,,NE
1723,COMERCIAL DE MADEIRA SAFRA LTDA,12.312.872/0001-74,3495-1919,FORTALEZA,CE,NE,BR,RUA NEREU RAMOS 234,PARANGABA,,NE
1887,CONSORCIO CONSTRUTOR QGCC,03.147.763/0001-58,85-3482-2468,FORTALEZA,CE,NE,BR,AV LUCIANO CARNEIRO 1350,PARREIRÃO,,NE
1967,COOP.CENTRAL DOS PROD.DE ALG E ALIM LTDA,07.039.472/0001-05,85 3296-2100,FORTALEZA,CE,NE,BR,"AV. PRESIDENTE COSTA E SILVA , 978",MONDUBIM,,NE
2012,CPN CHAPAS PERFURADAS DO NORDESTE LTDA,02.535.927/0001-51,85 3341-3373,MARANGUAPE,CE,NE,BR,"RUA CHICO ANISIO, 200",CENTRO DE MARANGUAPE,,NE
2085,INDUSTRIAL D.ARAGAO PVC E ACO LTDA,07.801.384/0001-90,85-3293-1202,MARACANAÚ,CE,NE,BR,"AV. PARQUE LESTE, 900",DISTRITO INDUSTRIAL,,NE
2129,DANIEL TRANSPORTES LTDA,09.487.141/0001-55,85-3052-4000,FORTALEZA,CE,NE,BR,RUA JARDIM BOTANICO 2095,ANCURI,,NE
2171,DELFA IND. E COM. DE ACES. DO VEST. LTDA,06.037.585/0001-09,85-3366-0777,MARACANAÚ,CE,NE,BR,"AV. PARQUE SUL , 1798",DISTRITO INDUSTRIAL,,NE
2209,DI ANGELI CONFECCOES LTDA,41.303.793/0001-03,85-3483-4460,FORTALEZA,CE,NE,BR,"RUA NEREU RAMOS, 823",VILA PERI,,NE
2679,ESMALTEC S/A,02.948.030/0002-30,3299-8777,MARACANAÚ,CE,NE,BR,AV. PARQUE OESTE 2130,DISTRITO INDUSTRIAL,,NE
2843,F.E. MOREIRA JUNIOR - ME,10.157.662/0001-23,85-3243-1872,FORTALEZA,CE,NE,BR,RUA PROF. ANACLETO 576,PARQUELANDIA,,NE
2877,REALEZA INDUSTRIA  E COMERCIO DE ALIMENTOS LTDA,05.096.840/0001-13,85-3285-1093,CAUCAIA,CE,NE,BR,"RUA PADRE CICERO, 3801",CENTRO DE CAUCAIA,,NE
2925,FACEPA FABRICA DE PAPEL DA AMAZONIA S.A,04.909.479/0005-68,85-4011-8505,MARACANAÚ,CE,NE,BR,"AV. PARQUE SUL, 1646",DISTRITO INDUSTRIAL,,NE
2997,FERNANDO G DE CASTRO GURGEL DO AMARAL ME,03.367.913/0001-39,85-3229-0193,FORTALEZA,CE,NE,BR,RUA JOSE HIPOLITO 1900,MESSEJANA,,NE
3006,FERRALPI FERROS ALUM. E PECAS INOX LTDA,35.000.124/0001-51,3478-1414,FORTALEZA,CE,NE,BR,AV. MISTER HULL 3556,ANTONIO BEZERRA,,NE
3046,FLOEMA INDUSTRIA DE PROD. NATURAIS LTDA,69.366.433/0001-61,85-3260-3898,AQUIRAZ,CE,NE,BR,LOTEAMENTO  VILLAGE DO EUSEBIO S/N,PINDOBA,,NE
3118,SERIAGRAFICA SERVICOS GRAFICOS LTDA - EPP,03.819.340/0001-37,85-3392-43-71,FORTALEZA,CE,NE,BR,"AV. VISCONDE DO RIO BRANCO, 2543",JOSE BONIFACIO,,NE
3268,FRANCISCO DE ASSIS GOMES,02.667.304/0001-32,85-8895-4601,FORTALEZA,CE,NE,BR,RUA CAPITAO ARAGAO 933,ALTO DA BALANÇA,,NE
3553,FROSTY PRODUTOS ALIMENTICIOS LTDA,35.229.640/0001-52,3289-2900,MARACANAÚ,CE,NE,BR,"AV PARQUE SUL, 2600",DISTRITO INDUSTRIAL,,NE
3726,GLASSTEC COMERCIO DE VIDROS LTDA,04.766.210/0001-46,85-3253-0280,FORTALEZA,CE,NE,BR,RUA PRINCESA ISABEL 608,CENTRO DE FORTALEZA,,NE
3747,GM5 INDUSTRIA E COMERCIO LTDA,10.963.262/0002-96,85-3499-0201,FORTALEZA,CE,NE,BR,"AV. N, 278",JOSE WALTER,,NE
4037,IND DE ALUMINIO VITORIA LTDA,05.951.029/0001-72,85-3014-1910,MARACANAÚ,CE,NE,BR,RUA JOVENCIO PORFIFRIO SALES 544,ESPLANADA NOVO MONDUBIM,,NE
4161,ISOFARMA INDUSTRIAL FARMACEUTICA LTDA,02.281.006/0001-00,85-3476 9108,EUSÉBIO,CE,NE,BR,RUA MANOEL MAVIGNIER 500,CENTRO DE EUSEBIO,,NE
4346,J.L.  MAUS  & CIA. LTDA,02.724.729/0001-36,85-3341-3988,MARANGUAPE,CE,NE,BR,"AV. JOAQUIM LOPES ABREU, 2699",MARANGUAPE,,NE
5274,LIBRA LIGAS DO BRASIL S/A,10.500.221/0001-82,31989962,BANABUIU,CE,NE,BR,ROD. CE 113 S/N,CENTRO DE BANABUIU,,NE
5290,LIMA TRANSPORTE LTDA,06.890.941/0003-96,85-4006-5623,TERESINA,PI,NE,BR,AV. DEP. PAULO FERRAZ S/N,CONTORNO,,NE
5355,LPM BENEFIC. E COM. DE PECAS DE AÇO LTDA,07.707.223/0001-32,85-3474-6868,FORTALEZA,CE,NE,BR,"RUA BARAO DE AQUIRAZ, 1375/2A",MESSEJANA,,NE
5357,LR COMERCIO DE MADEIRAS LTDA,00.981.268/0001-51,32164944,FORTALEZA,CE,NE,BR,"AV. WASHINGTON SOARES, 4700",SAPIRANGA,,NE
5677,MANOEL PORTELA DE SOUSA - ME,07.227.081/0001-06,3290-3261,FORTALEZA,CE,NE,BR,"AV. SENADOR FERNANDES TAVORA, 1982",HENRIQUE JORGE,,NE
6136,METALMECANICA MAIA LTDA.,01.397.886/0001-11,3260 7070,EUSÉBIO,CE,NE,BR,"RODOVIA CE 040 , S/N",COACU,,NE
6138,METALNOX IND. COMERCIO E SERV. LTDA,00.176.796/0001-38,85-3273-1603,FORTALEZA,CE,NE,BR,"AV. PINTO BANDEIRA, 624",LUCIANO CAVALCANTE,,NE
6139,METALURGICA APICOLA METAL INOX LTDA,08.643.471/0001-20,85-3463-0571,MARACANAÚ,CE,NE,BR,"RUA FROTA , 402",PLANALTO CIDADE NOVA,,NE
6148,METALVI  - IND. E COM. DE FERRAGENS LTDA,41.468.711/0001-72,85-3275-1551,ITAITINGA,CE,NE,BR,"AV. C, 25",JABUTI,,NE
52,A. SILVEIRA COM. E REPRESENTAÇOES LTDA,11.769.239/0001-47,085-3491-5266,FORTALEZA,CE,NE,BR,RUA ALAN KARDEC 1279,MONTESE,,NE
116,ABAFORM INFORMATICA COM. E SERVICOS LTDA,01.886.693/0001-24,85-3223-5252,FORTALEZA,CE,NE,BR,AV. BEZERRA DE MENEZES 368,FARIAS BRITO,,NE
745,ARAUJO INDUSTRIAL DE CONFECCOES LTDA,00.092.082/0001-41,85-4005-2550,FORTALEZA,CE,NE,BR,RUA MONSENHOR HIPOLITO BRASIL 1200,JOCKEY CLUB,,NE
863,AURORENSE TINTAS LTDA,03.935.998/0001-04,85 3226-0820,FORTALEZA,CE,NE,BR,AV. FRANCISCO SÁ 4234,CARLITO PAMPLONA,,NE
1264,CAMOL CONSTRUÇÃO E MONTAGEM IND. LTDA,08.828.445/0001-76,3273-6344,FORTALEZA,CE,NE,BR,"RUA FCO JOSE ALBUQUERQUE PEREIRA, 412",CAJAZEIRAS,,NE
1283,CARFORT - CARROCERIAS FORTE LTDA,41.566.852/0001-28,85-3260-1831,EUSÉBIO,CE,NE,BR,RUA SAO JOSE 3117,ENCANTADA,,NE
1398,CDM - COM. DIST. DE MAQUINAS E MAT. LTDA,07.434.555/0001-90,85-3252-8799,FORTALEZA,CE,NE,BR,AV. AGUANAMBI 1479,FATIMA,,NE
2165,DEIB OTOCH S/A,04.735.457/0001-03,85-4012- 2300,FORTALEZA,CE,NE,BR,AV. DR. THEBERG 2759,ALVARO WEYNE,,NE
2232,DIFUSO COMERCIO DE PARAFUSOS LTDA,41.436.015/0001-84,,FORTALEZA,CE,NE,BR,ROD. BR 116 (ROD. SANTOS DUMONT) 6335,AEROLANDIA,,NE
2299,DIVULCART PROPAGANDA LTDA,63.479.984/0001-55,85-4011-2607,FORTALEZA,CE,NE,BR,RUA THEBERGE 2059,ALVARO WEYNE,,NE
2349,DUCOCO PRODUTO ALIMENTICIOS LTDA,09.426.032/0001-28,88 3631-5800,ITAPIPOCA,CE,NE,BR,AV ANASTACIO BRAGA 2776,CACIMBA,,NE
2442,EDITORA CELIGRAFICA FOTOLITO LTDA,07.646.938/0001-22,85-3464-3323,FORTALEZA,CE,NE,BR,"RUA MANUELITO MOREIRA, 58",BENFICA,,NE
2489,EFEGE ARM. E ADM. DE BENS LTDA,94.141.256/0003-24,85-3295-5444,FORTALEZA,CE,NE,BR,"AV. DEP. PAULINO ROCHA, 155",CAJAZEIRAS,,NE
2682,ESPLANADA BRASIL S.A.,10.238.042/0004-61,,FORTALEZA,CE,NE,BR,"AV DR THEBERGE, 2759",ALVARO WEYNE,,NE
2734,EVER GREEN DO NORDESTE IND. E COM. LTD,11.586.009/0001-42,85-3472-6847,FORTALEZA,CE,NE,BR,"ROD. BR 116,   KM 07 2920",CAJAZEIRAS,,NE
3759,GPS COMERCIAL DE VIDROS E ACES LTDA,10.276.943/0001-03,88 3613-3276,SOBRAL,CE,NE,BR,"AV LUIZ GONZAGA PRADO, 216",SANTA CASA,,NE
3955,IBEL-INDUSTRIA DE BORRACHA E.V.A LTDA,01.632.154/0001-69,85-3312-6000,MARACANAÚ,CE,NE,BR,VIA DE LIGACAO 1150,DISTRITO INDUSTRIAL,,NE
4014,IMPRESSAO DE ROTULOS INTELIGENTES LTDA,07.756.970/0001-60,85-4006-4607,FORTALEZA,CE,NE,BR,AV POMPILIO GOMES 250,PASSARÉ,,NE
4225,J O NORONHA ME,86.924.040/0001-45,85-3229-0568,FORTALEZA,CE,NE,BR,"RUA TROPICAL, 205",MESSEJANA,,NE
4644,JOSE ABRAHAO OTOCH  CIA. LTDA.,04.988.419/0001-54,85-3131-1313,FORTALEZA,CE,NE,BR,"AV. SARGENTO HERMINIO, 3100",OLAVO BILAC,,NE
4787,JOSE EUDES NUNES DA SILVA - ME,01.272.227/0001-59,85 3291-2027,FORTALEZA,CE,NE,BR,"AV. G, 791",JOSE WALTER,,NE
5127,KARCIO MURILIO DA SILVA - ME,05.969.378/0001-11,85-3260-4350,EUSÉBIO,CE,NE,BR,RUA PROFESSORA MARIA SULA LEITE 380,TAMATANDURA,,NE
5168,L M SERVICOS AUTOMOTIVOS LTDA,07.381.250/0001-68,85-3289-1883,FORTALEZA,CE,NE,BR,"RUA SAO PEDRO, 235",DIAS MACEDO,,NE
5471,M&C COM. DE PROD. DE LIMP. E SERV LTDA,09.266.927/0001-42,85-3252-2253,FORTALEZA,CE,NE,BR,"AV. HERACLITO GRAÇA, 760",CENTRO DE FORTALEZA,,NE
5619,MACROBASE ENGENHARIA COM. E SERV. LTDA,04.489.620/0001-97,85-3499-3100,FORTALEZA,CE,NE,BR,"RUA OTILIA CARVALHO, 195",CAJAZEIRAS,,NE
5636,MADRESSILVA IND. E COM. DE MOVEIS LTDA,73.584.245/0001-87,88 3664-4050,MARCO,CE,NE,BR,BR 402 S/N,BAIXA DO MEIO,,NE
6024,MARISOL INDUSTRIA TEXTIL LTDA,02.316.187/0001-62,85-3384-9042,PACATUBA,CE,NE,BR,ROD. CE 060 S/N,CENTRO,,NE
6041,MARV CONFECCOES LTDA,02.405.610/0001-09,85-3388-9999,FORTALEZA,CE,NE,BR,RUA EQUADOR 1438,SERRINHA,,NE
6205,MM-NOGUEIRA MATERIAL INDUSTRIAL LTDA-ME,10.685.796/0001-17,85-3253-0054,FORTALEZA,CE,NE,BR,RUA PRINCESA ISABEL 843-A,CENTRO DE FORTALEZA,,NE
6239,MORUMBI COMERCIAL DE FERRAGENS LTDA-EPP,08.941.264/0001-51,3225-8899,FORTALEZA,CE,NE,BR,"RUA QUINZE DE NOVEMBRO, 327",MONTESE,,NE
6276,MR INDUSTRIA E COM. DE PLASTICO LTDA,07.601.179/0001-81,85-3260-2777,EUSÉBIO,CE,NE,BR,"RUA VITORIA KELLY, 171",AUTODROMO,,NE
6310,MV COMERCIAL DE GASES LTDA,02.808.881/0001-05,85 3463-1309,MARACANAÚ,CE,NE,BR,"ROD. DR. MENDEL STEINBRUCH, 7303",PAJUÇARA,,NE
6467,ONDAS INDUSTRIA E COM. DE CONFECCOES LTD,02.851.704/0001-01,85-3387-8100,CAUCAIA,CE,NE,BR,RUA SANTA LUZIA 2054,TABAPUAZINHO,,NE
6493,ORPLAC ORGAN. DE PLACAS E ADESIVOS  LTDA,06.007.033/0001-40,85-3292-1129,FORTALEZA,CE,NE,BR,AV PROFESSOR GOMES DE MATOS 1779,MONTESE,,NE
6499,OSASUNA PARTICIPAÇÕES LTDA,03.941.904/0001-00,85-4009-3175,MARACANAÚ,CE,NE,BR,AV. PARQUE NORTE  I 89,DISTRITO INDUSTRIAL,,NE
6508,OSTERNO IND.E COM. DE MOVEIS LTDA,00.391.450/0001-52,85-32445076,MARCO,CE,NE,BR,"RUA 22 DE NOVEMBRO, 1050",COQUEIRINHO,,NE
6755,PLASTFOR IND DE EMBAL. FLEXIVEIS LTDA ME,02.938.274/0001-51,85-3469-5000,FORTALEZA,CE,NE,BR,RUA BEATRIZ 1000,JARDIM VIOLETA,,NE
6779,POLIVALENTE IND. E COM. DE MAD. LTDA ME,02.655.016/0001-68,85 3484-4256,FORTALEZA,CE,NE,BR,"AV. LUIZ VIEIRA, 1232",PARQUE SAO JOSE,,NE
6940,PRINT SERVICE COMUNICAÇÃO VISUAL LTDA,09.598.828/0001-68,88 3611 2881,SOBRAL,CE,NE,BR,"RUA PADRE ANCHIETA, 73",CAMPOS DOS VELHOS,,NE
7504,SANGATI BERGA S/A,41.426.487/0001-56,85-40085000,FORTALEZA,CE,NE,BR,TRAVESSA SANGATI 101,ALVARO WEYNE,,NE
7564,SEFEMAQ COM. DE MAT. IND E SEG. LTDA EPP,11.281.525/0001-69,85-3194-6262,FORTALEZA,CE,NE,BR,"RUA PADRE MORORÓ, 1258",CENTRO DE FORTALEZA,,NE
7596,SERROLANDIA IND. COM. MANUFATURADO LTDA,01.676.836/0001-73,3498-2790,FORTALEZA,CE,NE,BR,AV. GENERAL OSORIO DE PAIVA 7421,MONTESE,,NE
7832,TECHNIC ENGENHARIA LTDA,02.815.481/0001-19,85-3312-9013,FORTALEZA,CE,NE,BR,RUA ISRAEL BEZERRA 1100,DIONISIO TORRES,,NE
7846,TECNOWALL IND. DE ISOLANTES TERMICOS,05.955.900/0001-06,,FORTALEZA,CE,NE,BR,"RUA LESTE I, 158",PASSARÉ,,NE
204,AFONSO C. INDUSTRIA E COM. DE INOX LTDA,01.475.443/0001-00,85-3232-7753,FORTALEZA,CE,NE,BR,"AV. DOS EXPEDICIONARIOS, 8305",MONTESE,,NE
217,AGATEK INDUSTRIA E COMERCIO LTDA,07.157.605/0001-30,85-3231-8098,FORTALEZA,CE,NE,BR,"RUA PERO COELHO, 427",CENTRO DE FORTALEZA,,NE
218,AGB INDUSTRIA E COMERCIO DE MOVEIS LTDA,23.591.951/0001-88,85-3291-2547,FORTALEZA,CE,NE,BR,TV COSTA E SILVA 120,MONDUBIM,,NE
397,AMERICAINOX IND E COM DE ART DE ACO INOX,10.276.275/0001-06,85-3282-3606,FORTALEZA,CE,NE,BR,RUA TAMBAÚ 210,BARRA DO CEARÁ,,NE
424,ANA PATRICIA CAMELO DE CASTRO,11.159.943/0001-88,85-3260-3318,EUSÉBIO,CE,NE,BR,AV. CICERO SÁ 450,CENTRO DE EUSEBIO,,NE
655,ANTONIO MENDES SOBRINHO - ME,63.381.230/0001-68,85.3290-2066,FORTALEZA,CE,NE,BR,RUA LUCIANO QUEIROZ 465,HENRIQUE JORGE,,NE
782,ARQUILAU RODRIGUES DA SILVA-ME,04.488.171/0001-62,85 3463 4371,FORTALEZA,CE,NE,BR,ROD 4º ANEL VIARIO S/N,PEDRAS,,NE
1116,BOBPACK INDUSTRIA DE EMBALAGENS LTDA,03.442.917/0001-34,85-3260-3408,FORTALEZA,CE,NE,BR,AV. CEL. CARVALHO 250A,BARRA DO CEARÁ,,NE
1260,CAMERINO INDUSTRIA E COM DE MOVEIS LTDA,07.487.381/0001-24,88 3664-1300,MARCO,CE,NE,BR,RUA 22 DE NOVEMBRO 1015,COQUEIRINHO,,NE
1358,CARONE CADEIRAS DE RODAS DO NE LTDA-EPP,05.397.983/0001-65,85-3387-1600,CAUCAIA,CE,NE,BR,"RUA NS-05, 05",PADRE JULIO MARIA,,NE
1412,CEARA NORTE BLIND SER M DE B E LOC DE VE,02.962.774/0001-29,85-3257 3998,FORTALEZA,CE,NE,BR,ROD. BR 116 7000,MESSEJANA,,NE
1415,CEARENSE FORMULARIOS E EDITORA LTDA,06.207.131/0001-20,85-32607100,EUSÉBIO,CE,NE,BR,RUA JUDITH MARTINS 150,TAMANDATUBA,,NE
